title|description|participants|submissions|year|phases|reward|reward_USD|duration_day|challenge|website|papers|winner's code|dataset|field of application|ML domain|real task|ML task|dataset size|dataset details|score|metrics|multi-score|multi-task|results submission|code submission|remark|utility
Meta-learning from Learning Curves - 2ND ROUND|AutoML-Conf 2022 Competition on Meta-learning from Learning Curves|28|62.0|2022|2.0|1000|1000|49.0|https://codalab.lisn.upsaclay.fr/competitions/4894||||||AutoML|||||Average Final Score||||True|True||[1.1421911421911422]
Apple detection data challenge|Multi scale apple detection|50|146.0|2021|2.0|None|None|219.0|https://codalab.lisn.upsaclay.fr/competitions/743|||||multimedia, agriculture|computer vision|detect fruits for counting from far-distance images and detect fruits in the close-distance views for later applications such as pathogen propagation estimation|image recognition, regression|||mAP|AP|False|False|True|False||[1.2809657342179055]
Causal News Corpus - Event Causality Shared Task 2022|Event Causality Identification Shared Task on Causal News Corpus (CNC): Subtask 1: Causal Event Classification -- Does an event sentence contain any cause-effect meaning?Subtask 2: Cause-Effect-Signal Span Detection -- Which consecutive spans correspond to cause, effect or signal per causal sentence?|11|14.0|2022|4.0|None|None|171.0|https://codalab.lisn.upsaclay.fr/competitions/2299|||||linguistics, news|NLP|Subtask 1: Causal Event Classification -- Does an event sentence contain any cause-effect meaning? Subtask 2: Cause-Effect-Signal Span Detection -- Which consecutive spans correspond to cause, effect or signal per causal sentence?|binary classificaiton, multi-class classification|||F1|precision, recall, F1, accuracy, MCC|True|False|True|False||[1.0531663057008611]
ECCV DeeperAction Challenge - Kinetics-TPS Track on Part-level Action Parsing and Action Recognition|The challenge is Track 4 at ECCV DeeperAction Challenge. This track is to recognize a human action by compositional learning of body part state in videos. The challenge will be carried out on the Kinetics-TPS dataset. More information on the dataset and downloads can be found at https://github.com/Hypnosx/Kinetics-TPS.|29|31.0|2022|2.0|None|None|122.0|https://codalab.lisn.upsaclay.fr/competitions/4392|||||multimedia|computer vision|part state parsing for boosting action recognition. Hence, the participants should predict human location, body part location, part state in the frame level, and then integrate these results together to predict human action in the video level|action recognition|||Score ||False|False|True|False||[1.2649572649572651]
ECCV DeeperAction Challenge - UrbanPipe Track on Fine-grained Video Anomaly Recognition|The challenge is Track 5 at ECCV DeeperAction Challenge. The challenge requires to predict the categories of pipe defects in a short QV video. The challenge will be carried out on the QV-Pipe dataset. More information on the dataset can be found at https://deeperaction.github.io/datasets/urbanpipe.|29|17.0|2022|2.0|None|None|122.0|https://codalab.lisn.upsaclay.fr/competitions/4439|||||multimedia, urbanisme|computer vision|Fine-grained Video Anomaly Recognition: predict the categories of pipe defects in a short QV video|multi-class classification|||mAP|mAP|False|False|True|False||[1.1026078556841057]
SMM4H'22 Task 2. Classification of stance and premise in tweets about health mandates (COVID-19)|This is a competition for COLING'22 Shared Task (SMM4H'22 Task 2)|9|10.0|2022|6.0|None|None|230.0|https://codalab.lisn.upsaclay.fr/competitions/5067|||||tweets, health, covid|NLP|argument mining (or argumentation mining) for extracting arguments from COVID-related tweets|argument mining, binary classification|||F1𝑝𝑟𝑒𝑚𝑖𝑠𝑒 ,  F1𝑠𝑡𝑎𝑛𝑐𝑒 |F1|False|False|True|False||[0.0]
DynamicEarthNet:Daily Multi-Spectral Satellite Dataset for Semantic Change Segmentation|The evaluation page for DynamicEarthNet:Daily Multi-Spectral Satellite Dataset for Semantic Change Segmentation (CVPR 2022)|32|10.0|2022|2.0|None|None|453.0|https://codalab.lisn.upsaclay.fr/competitions/2882|http://www.classic.grss-ieee.org/earthvision2021/challenge.html|https://arxiv.org/pdf/2203.12560.pdf||||computer vision|perform monthly multi-class change detection with a limited amount of multi-class change labels|multi-class classification|||SCS |SCS, BC, SC, mIoU|True|False|True|False||[1.2357723577235773]
M2MeT Challenge 2022:Task2(Multi-Speaker ASR)-Sub-trackI(Fixed Training Condition)|Multi-channel Multi-party Meeting Transcription Challenge (M2MeT) has been accepted as a Signal Processing Grand Challenge (SPGC) of ICASSP 2022！Please refer to https://www.alibabacloud.com/m2met-alimeeting for more details.|26|154.0|2021|1.0|None|None|3652.0|https://codalab.lisn.upsaclay.fr/competitions/837||https://arxiv.org/abs/2110.07393|||speech|signal processing|speech recognition and speaker diarization in conference scenario as a reference. The goal is to simplify the training and evaluation procedures, so that participants can easily and flexibly experiment and verify the neural network-based method|speech recognition|||CER|CER|False|False|True|True||[0.0]
M2MeT Challenge 2022:Task1(Speaker Diarization)-Sub-trackII(Open Training Condition)|Multi-channel Multi-party Meeting Transcription Challenge (M2MeT) has been accepted as a Signal Processing Grand Challenge (SPGC) of ICASSP 2022！Please refer to https://www.alibabacloud.com/m2met-alimeeting for more details.|14|17.0|2021|1.0|None|None|3652.0|https://codalab.lisn.upsaclay.fr/competitions/840||https://arxiv.org/abs/2110.07393|||speech|signal processing|speech recognition and speaker diarization in conference scenario as a reference. The goal is to simplify the training and evaluation procedures, so that participants can easily and flexibly experiment and verify the neural network-based method|speech recognition|||DER|DER|False|False|True|True||[0.0]
M2MeT Challenge 2022:Task1(Speaker Diarization)-Sub-trackI(Fixed Training Condition)|Multi-channel Multi-party Meeting Transcription Challenge (M2MeT) has been accepted as a Signal Processing Grand Challenge (SPGC) of ICASSP 2022！Please refer to https://www.alibabacloud.com/m2met-alimeeting for more details.|26|167.0|2021|1.0|None|None|3652.0|https://codalab.lisn.upsaclay.fr/competitions/839||https://arxiv.org/abs/2110.07393|||speech|signal processing|speech recognition and speaker diarization in conference scenario as a reference. The goal is to simplify the training and evaluation procedures, so that participants can easily and flexibly experiment and verify the neural network-based method|speech recognition|||DER|DER|False|False|True|True||[0.0]
WebFace260M Benchmark|The WebFace260M Benchmark|31|83.0|2021|3.0|None|None|3652.0|https://codalab.lisn.upsaclay.fr/competitions/859|https://ibug.doc.ic.ac.uk/resources/masked-face-recognition-challenge-workshop-iccv-21/||https://www.face-benchmark.org/index.html||multimedia, covid|computer vision|Face Bio-metrics under COVID: Masked Face Recognition Challenge||||All-Masked (MFR)|MFR, SFR|True|False|True|False||[0.0]
MSLS Place recognition challenge|Welcome to the Mapillary Street-level Sequences place recognition challenge|24|104.0|2021|1.0|None|None|10325.0|https://codalab.lisn.upsaclay.fr/competitions/865|https://github.com/mapillary/mapillary_sls||||multimedia|computer vision|place recognition|image recognition||1.6M street-level images|recall@5 |recall|False|False|True|False||[1.1762740183792817]
FinQA Competition - Public Test Set|"This competition is held for the <a href=""https://finqasite.github.io/"">FinQA dataset</a>. The leaderboard is for the submission of results on the public test set. We will release the private test set later."|29|46.0|2022|1.0|None|None|28489.0|https://codalab.lisn.upsaclay.fr/competitions/1846|https://finqasite.github.io/|https://arxiv.org/abs/2109.00122|||liguistics, finance|NLP||QA|||Program Accuracy, Execution Accuracy|accuracy|False|False|True|False||[1.1590548223523587]
LOVEU@CVPR'22 Track 3: Affordance-Centric Question-driven Task Completion (AQTC)|https://sites.google.com/view/loveucvpr22/track-3?authuser=0|11|54.0|2022|1.0|None|None|0.0|https://codalab.lisn.upsaclay.fr/competitions/4642|https://sites.google.com/view/loveucvpr22/track-3?authuser=0||||multimedia|computer vision|Affordance-Centric Question-driven Task Completion (AQTC)|Affordance-Centric Question-driven Task Completion (AQTC)|||Recall@1, Recall@3, MR, MRR|Recall@1, Recall@3, MR, MRR|True|False|True|True||[0.0]
BBO (GINA+MLP+SGD)|Black Box Optimization (BBO) challenge (GINA+MLP+SGD)|29|401.0|2022|1.0|None|None|0.0|https://codalab.lisn.upsaclay.fr/competitions/33||||||AutoML|hyper-parameter (hp) selection/tuning||||Score ||||True|True||[]
LoveDA Unsupervised Domain Adaptation|This LoveDA Unsupervised Domain Adaptation Benchmark for the Test Set|32|1404.0|2021|2.0|None|None|0.0|https://codalab.lisn.upsaclay.fr/competitions/424|||||multimedia, aerial|computer vision|large-scale land-cover mapping and deep learning applied to high spatial resolution satellite images|semantic segmentation|||mIoU |mIoU|False|False|True|False||[1.2423109640358807]
MIND News Recommendation Competition|This is a competition for news recommendation on the Microsoft News Dataset (MIND).|44|275.0|2020|2.0|None|None|32.0|https://codalab.lisn.upsaclay.fr/competitions/420|||||news|NLP|news recommendation|multi-class classification|||AUC |AUC, MRR, nDCG@K|True|False|True|False||[1.0900197693772946]
MAVEN Event Detection Challenge|A massive general domain textual event detection dataset.|41|290.0|2020|1.0|None|None|0.0|https://codalab.lisn.upsaclay.fr/competitions/395||https://arxiv.org/abs/2004.13590||https://github.com/THU-KEG/MAVEN-dataset|linguistics|NLP|Event detection (ED), which means identifying event trigger words and classifying event types, is the first and most fundamental step for extracting event knowledge from plain text.|event detection|||Macro_F1 |precision, recall, and F1|True|False|True|False||[1.1528164856738834]
DocRED|Document-level relation extration|56|551.0|2019|1.0|None|None|0.0|https://codalab.lisn.upsaclay.fr/competitions/365|||||linguistics|NLP|relation extration|relation extration|||RE_F1, Evi_F1|F1|False|False|True|False||[24.721311475409834]
Gene network inference challenge 2021-2022|The goal of this challenge is to reverse enginner gene regulation networks from simulated steady-state observational data. Participants are challenged to infer five network structures of 20 or 100 nodes.|12|187.0|2022|2.0|None|None|35.0|https://codalab.lisn.upsaclay.fr/competitions/1505|||||biology|computer vision|reverse enginner gene regulation networks from simulated steady-state observational data: Each prediction score corresponds to the confidence of the participant in the existence of the directed edge. If a link is missing in the prediction file, it will be assumed that the prediction score is equal to 0|regression|||score |AUPR|False|False|True|False||[]
2022 IEEE GRSS Data Fusion Contest Track SLM|2022 IEEE GRSS Data Fusion Contest Track SLM|239|5100.0|2022|3.0|None|None|86.0|https://codalab.lisn.upsaclay.fr/competitions/880|||||multimedia, urbanisme, geoscience|computer vision|create land cover maps using a few annotated images while leveraging the large amount of unlabeled images for training||||Prediction |accuracy|False|False|True|False||[1.350632911392405]
ROD2021 Challenge|Radar Object Detection (ROD) on Radio Frequency Images for Autonomous Driving.|55|990.0|2022|2.0|None|None|0.0|https://codalab.lisn.upsaclay.fr/competitions/1063|||||autonomous driving|computer vision|radar object detection|object detection|||AP (total)|AP|False|False|True|False||[1.3374004910348933]
